OBJECTID,FULLADDRESS,BuildingName,Square,Lot,Date,MapYear,Permit_Notes,NOTES,Suffix,EDITTYPE,House_Key,House_Type,Extant,Updated,Facade,Flag,Contributing,ArchitectGroup,Developer,Quantity,Rooms,Width,Depth,Number_of_Families,Store,Stories,Permits_Last_Editor,Permits_Last_Edit_Date,RazedFlag,PermitsSource,PermitNumber,Owner,Architect,Builder,Material,Purpose,EstimatedCost,MicrofilmRoll,PermitType,SolidFilled,FoundationMaterial,StoneType,RoofType,FrontMaterial,RoofMaterial,Heat,Shape__Area,Shape__Length
60605,5404 CAROLINA PLACE NW,,1443,34.0,5/5/1925 12:00:00 AM,1925,,,,,5640.0,Detached,1.0,1.0,building,0.0,,"Bubb, R. S.",Watson (E. C.) & Babcock (J. L.),1.0,0.0,30.0,36.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,9922,Watson (E. C.) & Babcock (J. L.),"Bubb, R. S.","Orndorff, L. N.",frame,dwelling,6500.0,284,,solid,concrete blocks,,pitch,wood,semi-slate shingles,hot water,273.9921875,67.5302513827875
60645,5130 CATHEDRAL AVENUE NW,,1439,58.0,8/1/1922 12:00:00 AM,1922,,,,,17003.0,Detached,1.0,1.0,building,0.0,,"Williams, Leon A.","Williams, Leon A.",1.0,0.0,28.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1087,"Williams, Leon A.","Williams, Leon A.","Williams, Leon A.",frame,dwelling,4500.0,226,,solid,cement blocks,,,,,pipeless furnace,265.98046875,75.3481455330201
60735,3042 NEWARK STREET NW,,2079,52.0,3/18/1903 12:00:00 AM,1903,,,,,35634.0,Detached,1.0,1.0,building,0.0,Yes,"Sherman, John or Ella B.",Cleveland Park Co./Sherman Family,1.0,0.0,46.0,28.0,1.0,0.0,2.0,BKRAFT,8/4/2015 10:32:16 AM,0.0,DC Historical Building Permits Database,1422,"Sherman, John","Sherman, John",Simpson (John) & Sons,frame,dwelling,6500.0,273,,solid,stone,,pitch,frame,,hot air furnace,374.3046875,88.4799854601384
60831,3121 CHAIN BRIDGE ROAD NW,,1427,17.0,5/3/1937 12:00:00 AM,1937,,,,,75947.0,Detached,1.0,1.0,building,0.0,,"Taylor, Lois B. / et al","Cox, George Howland, Dr. & Mrs.",1.0,7.0,39.0,40.0,1.0,0.0,2.0,BKRAFT,4/23/2016 6:52:36 PM,0.0,DC Historical Building Permits Database,202062,"Cox, George Howland, Dr. & Mrs.","Taylor, Edwin L. & Lois B.","Taylor, Edwin L. & Lois B.",brick & tile,dwelling,14000.0,574,,,hollow tile,,pitch,,asbestos shingles,air conditioning,456.28515625,124.077874011175
60870,3508 MACOMB STREET NW,,1952,18.0,11/5/1914 12:00:00 AM,1914,,,,,28144.0,Detached,1.0,1.0,building,0.0,Yes,"Wood, Raymond","Taylor, Louise & Chas. H.",1.0,0.0,28.0,40.0,,0.0,2.0,BKRAFT,8/3/2015 4:48:59 PM,0.0,DC Historical Building Permits Database,2037,"Taylor, Louise","Wood, Raymond","Taylor, Chas. H.",frame,dwelling,7000.0,818,,,stone,,,,,,288.52734375,68.9452088352559
60895,5434 CAROLINA PLACE NW,,1443,808.0,12/4/1924 12:00:00 AM,1924,,,,,3618.0,Detached,1.0,1.0,building,0.0,,Sears Roebuck & Co.,"Howard, Fannie L.",1.0,0.0,26.0,36.0,2.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5485,"Howard, Fannie L.",Sears Roebuck & Co.,"Redden, P. E.",frame,dwelling,11000.0,275,,solid,concrete blocks,,pitch,,comp shingles,hot water,281.5234375,71.182569510721
60919,3901 CATHEDRAL AVENUE NW,,1815,86.0,10/12/1937 12:00:00 AM,1937,"bet 39th, Idaho, Cathedral",,,,105900.0,Detached,1.0,1.0,building,0.0,,"Warwick, Harvey",Modern Apartments Corp.,1.0,472.0,148.0,214.0,119.0,0.0,5.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,207398,Modern Apartments Corp.,"Warwick, Harvey",Ring Const. Co.,brick & tile & concret,apartment,450000.0,590,,,concrete & brick,,flat,,"pitch & felt, slag",hot water,2838.0625,351.111195463491
60930,5311 CATHEDRAL AVENUE NW,,1445,70.0,8/24/1918 12:00:00 AM,1918,,last seen: DCGIS Orthophoto 2010,,,23322.0,Detached,1.0,1.0,building,0.0,,"Wenig, Julius","Boston, Chase S.",1.0,0.0,24.0,24.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,1.0,DC Historical Building Permits Database,689, ,"Wenig, Julius", ,wood,dwelling,1500.0,168,,solid,concrete,,pitch,wood,shingles,stove(s),185.61328125,56.0266084782017
60935,5024 LOWELL STREET NW,,1435,105.0,3/14/1938 12:00:00 AM,1938,,,,,106510.0,Detached,1.0,1.0,building,0.0,,"Cappelman, Eimer","Stockell, Henry C.",1.0,7.0,43.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,210793,"Stockell, Henry C.","Cappelman, Eimer",korzendorfer & Brooks Inc.,cinder block & brick,dwelling,14000.0,595,,,brick & tile,,pitch,,slate,air conditioning,338.203125,80.0348292608439
60981,4519 KLINGLE STREET NW,,1608,62.0,3/26/1926 12:00:00 AM,1926,,,,,9897.0,Detached,1.0,1.0,building,0.0,,"Miller, W. C. & A. N.","Miller, W. C. & A. N.",1.0,7.0,36.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,7817,"Miller, W. C. & A. N.","Miller, W. C. & A. N.","Miller, W. C. & A. N.",frame,dwelling,7000.0,326,,solid,brick,,pitch,stucco,shingles,hot water,238.421875,70.4576909090739
61020,3403 MACOMB STREET NW,,2078,42.0,3/22/1917 12:00:00 AM,1917,,,,,24355.0,Detached,1.0,1.0,building,0.0,Yes,"Santmyers, George T.","Small, C. H./Const. Co./et al",2.0,0.0,34.0,33.0,1.0,0.0,2.0,BKRAFT,10/23/2015 2:34:41 PM,0.0,DC Historical Building Permits Database,4144,"Small, G. U. & C. H.","Santmyers, George T.","Small, C. H.",frame,dwelling,12000.0,155,,solid,stone,,pitch,frame,slate,hot water,320.70703125,74.2059244502668
61021,3401 MACOMB STREET NW,,2078,41.0,3/22/1917 12:00:00 AM,1917,,,,,24354.0,Detached,1.0,1.0,building,0.0,Yes,"Santmyers, George T.","Small, C. H./Const. Co./et al",2.0,0.0,34.0,33.0,1.0,0.0,2.0,BKRAFT,10/23/2015 2:34:41 PM,0.0,DC Historical Building Permits Database,4144,"Small, G. U. & C. H.","Santmyers, George T.","Small, C. H.",frame,dwelling,12000.0,155,,solid,stone,,pitch,frame,slate,hot water,370.515625,80.9188843619823
61082,4546 CATHEDRAL AVENUE NW,,1612,65.0,5/15/1929 12:00:00 AM,1929,,,,,62838.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,10.0,44.0,32.0,0.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,123664,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",stone & frame,dwelling,22388.0,398,,,stone,,pitch,,slate,hot water,370.58984375,96.71294850524
61109,4329 HAWTHORNE STREET NW,,1621,71.0,3/8/1954 12:00:00 AM,1954,,,,,140486.0,Detached,1.0,1.0,building,0.0,,,"Roth, Thomas H.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:23 PM,0.0,DC Historical Building Permits Index,A-51802,"Roth, Thomas H.",, ,,dwelling,0.0,,,,,,,,,,391.27734375,95.8020299163435
61288,5029 MILLWOOD LANE NW,,1434,805.0,4/2/1948 12:00:00 AM,1948,,,,,129031.0,Detached,1.0,1.0,building,0.0,,"Anderson, Arthur L.","Griffith, Calvin R.",1.0,9.0,0.0,0.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,304749,"Griffith, Calvin R.","Anderson, Arthur L.",Duncan (Marvin J.) & Co.,brick,dwelling,40000.0,784,,,cinder block,,pitch,,slate,hot air,302.42578125,85.5117048384288
61465,3125 GARFIELD STREET NW,,2117,58.0,9/9/1924 12:00:00 AM,1924,,,,,2121.0,Detached,1.0,1.0,building,0.0,,Middaugh & Shannon,Middaugh & Shannon,6.0,10.0,38.0,30.0,1.0,0.0,2.0,BKRAFT,4/1/2016 4:31:37 PM,0.0,DC Historical Building Permits Database,2419,Middaugh & Shannon Inc.,Middaugh & Shannon Inc.,Middaugh & Shannon Inc.,brick & tile,dwelling,147000.0,268,,solid,concrete,,pitch,brick,slate,steam,320.8671875,81.5065288408139
61705,5444 NEBRASKA AVENUE NW,,2024,15.0,1/24/1931 12:00:00 AM,1931,,,,,65192.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Johnson, E. B.",1.0,6.0,26.0,34.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,139363,"Johnson, E. B.","Santmyers, George T.","Johnson, E. B.",brick,dwelling,8500.0,436,,,brick,,pitch,,tin & slate,hot water,208.7890625,60.208543828705
61751,5021 MILLWOOD LANE NW,,1434,809.0,3/2/1940 12:00:00 AM,1940,,,,,112559.0,Detached,1.0,1.0,building,0.0,,"Cappelman, Eimer","O'Donoghue, Martin F., Mr. & Mrs.",1.0,8.0,55.0,42.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,230110,"O'Donoghue, Martin F., Mr. & Mrs.","Cappelman, Eimer",korzendorfer & Brooks Inc.,cinder block & brick,dwelling,14000.0,625,,,cinder block & brick,,pitch,,slate,air conditioning,254.79296875,71.9490009378551
61820,5010 KLINGLE STREET NW,,1437,817.0,5/15/1923 12:00:00 AM,1923,1 dwelling and 1 shed,,E,,14628.0,Detached,1.0,1.0,building,0.0,,"Hardy, Rufus Oden","Hardy, Rufus Oden",1.0,0.0,18.0,30.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,10496,"Hardy, Rufus Oden","Hardy, Rufus Oden","Hardy, Rufus Oden",wood,dwelling,1050.0,240,,solid,brick,,pitch,,certainteed,range,166.171875,59.2311786602446
61879,2805 UNIVERSITY TERRACE NW,,1409,825.0,7/9/1951 12:00:00 AM,1951,,,,,144657.0,Detached,1.0,1.0,building,0.0,,,"Inscoe, L. R.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:28 PM,0.0,DC Historical Building Permits Index,A-21847,"Inscoe, L. R.",, ,,dwelling,0.0,,,,,,,,,,294.73046875,77.9069263906869
61926,5268 WATSON STREET NW,,1447,42.0,1/2/1941 12:00:00 AM,1941,,,,,114275.0,Detached,1.0,1.0,building,0.0,,"Johannes, Dana B., Jr.","Richmond, J. F., Mr. & Mrs.",1.0,6.0,35.0,24.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,239660,"Richmond, J. F., Mr. & Mrs.","Johannes, Dana B., Jr.","Davis, Harry E.",cinder block & brick,dwelling,7000.0,640,,,cinder block & brick,,pitch,,slate,air conditioning,334.76953125,79.9065140420805
61927,2680 CHAIN BRIDGE ROAD NW,,1411,803.0,3/15/1955 12:00:00 AM,1955,,,,,137607.0,Detached,1.0,1.0,building,0.0,,,"Daniel, Cushing",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-63981,"Daniel, Cushing",, ,,dwelling,0.0,,,,,,,,,,364.00390625,102.272374195946
61939,5204 SHERIER PLACE NW,,1415,75.0,6/4/1929 12:00:00 AM,1929,,last seen Google Streetview Jun 2011,,,62917.0,Detached,1.0,1.0,building,,,"Binsted, Thomas W. & Annie E.","Binsted, Thomas W. & Annie E.",1.0,6.0,19.0,45.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,1.0,DC Historical Building Permits Database,124231, ,"Binsted, Thomas W. & Annie E.","Binsted, Thomas W.",frame,dwelling,4000.0,399,,,concrete,,pitch,,slate covered shingles,hot water,164.7578125,55.9212219878191
61984,4911 SHERIER PLACE NW,,1412,65.0,7/2/1912 12:00:00 AM,1912,,,,,,,,,,,,"Lanning, J. P.",Dickle (Edwin W.) & Wakeman (W. Earl),1.0,0.0,25.0,28.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,38,Dickle (Edwin W.) & Wakeman (W. Earl),"Lanning, J. P.","Lanning, J. P.",frame,dwelling,2000.0,697,,solid,brick,,pitch,wood,,hot water,224.6328125,64.9350798595032
61992,5619 POTOMAC AVENUE NW,,1450,44.0,5/3/1923 12:00:00 AM,1923,,,,,14529.0,Detached,1.0,1.0,building,0.0,,,"Mertz, Christopher C.",1.0,0.0,30.0,24.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,9989,"Mertz, Christopher C.",,"Davy, Walter B.",frame,dwelling,6000.0,240,,solid,concrete,,pitch,frame,asphalt shingles,hot water,378.73046875,114.0148426177
62025,3816 CATHEDRAL AVENUE NW,,1814,63.0,7/17/1928 12:00:00 AM,1928,,,,,33290.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.",Wenger Bros.,1.0,6.0,37.0,36.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,115760,Wenger Bros.,"Santmyers, George T.",Wenger Bros.,brick & tile,dwelling,20000.0,381,,solid,concrete,,pitch,,slate,hot water,328.29296875,83.5054364780875
62028,4532 MACOMB STREET NW,,1605,816.0,8/22/1940 12:00:00 AM,1940,,,,,115868.0,Detached,1.0,1.0,building,0.0,,"Bien, E. T. H.","Bache, Martha M.",1.0,6.0,35.0,45.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,235823,"Bache, Martha M.","Bien, E. T. H.",korzendorfer & Brooks Inc.,brick & stone & frame,dwelling,12000.0,634,,,cinder block & brick,,flat,,wood shingles,air conditioning,209.8359375,64.8328026468276
62054,5201 WATSON STREET NW,,1448,854.0,9/25/1941 12:00:00 AM,1941,maybe 9 rms,,,,120134.0,Detached,1.0,1.0,building,0.0,,"Johannes, Dana B., Jr.","Davis, H. E.",1.0,7.0,37.0,29.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,247803,"Davis, H. E.","Johannes, Dana B., Jr.","Davis, H. E.",cinder block & brick,dwelling,9000.0,653,,,cinder block & brick,,pitch,,slate,air conditioning,223.25390625,61.8831250600001
62244,4944 LOWELL STREET NW,,1435,6.0,3/23/1937 12:00:00 AM,1937,,,E,,75543.0,Detached,1.0,1.0,building,0.0,,"Cappelman, Eimer","Williams, S. M.",1.0,9.0,44.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,200573,"Williams, S. M.","Cappelman, Eimer","Williams, S. M.",brick & tile,dwelling,15000.0,572,,,brick & tile,,pitch,,slate,hot air,302.44140625,78.2583744719487
62405,2276 CATHEDRAL AVENUE NW,,2206,73.0,2/21/1922 12:00:00 AM,1922,se cor Woodley pl,,,,18734.0,Semi-Det,1.0,1.0,building,0.0,Yes,"Norton, Claude N.","Huddleson, H. P.",2.0,0.0,23.0,40.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5526,"Huddleson, H. P.","Norton, Claude N.","Huddleson, H. P.",brick,dwelling,30000.0,214,,solid,brick,,mansard,brick,slate & tin,hot water,227.390625,69.2874686951382
62406,2274 CATHEDRAL AVENUE NW,,2206,74.0,2/21/1922 12:00:00 AM,1922,se cor Woodley pl,,,,18733.0,Semi-Det,1.0,1.0,building,0.0,Yes,"Norton, Claude N.","Huddleson, H. P.",2.0,0.0,23.0,40.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5526,"Huddleson, H. P.","Norton, Claude N.","Huddleson, H. P.",brick,dwelling,30000.0,214,,solid,brick,,mansard,brick,slate & tin,hot water,212.2890625,70.2924401925283
62449,5005 GARFIELD STREET NW,,1426,18.0,6/18/1953 12:00:00 AM,1953,,not on 1960 Baists,,,139865.0,Detached,1.0,1.0,building,0.0,,,"Gullett, John H.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:07 PM,0.0,DC Historical Building Permits Index,A-44527,"Gullett, John H.",, ,,dwelling,0.0,,,,,,,,,,213.31640625,71.938375269026
62457,3605 NORTON PLACE NW,,1913,25.0,2/7/1908 12:00:00 AM,1908,,,,,49591.0,Detached,1.0,1.0,building,0.0,Yes,"Pyle, F. B.","Weaver, David F.",1.0,0.0,38.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2331,"Weaver, David F.","Pyle, F. B.","Hammond, I. B., sup't",frame,dwelling,5000.0,452,,solid,brick,,pitch,frame,slate,furnace,263.8671875,74.6551216879573
62501,5028 FULTON STREET NW,,1410,809.0,11/13/1950 12:00:00 AM,1950,,,,,139629.0,Detached,1.0,1.0,building,0.0,,,"Phillips, Frank S.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:16 PM,0.0,DC Historical Building Permits Index,A-14761,"Phillips, Frank S.",, ,,dwelling,0.0,,,,,,,,,,169.0703125,55.7597939058663
62540,5117 WATSON STREET NW,,1448,866.0,7/25/1941 12:00:00 AM,1941,,,,,119522.0,Detached,1.0,1.0,building,0.0,,"Baxter, Harvey P.","Phillips, Frank S.",1.0,9.0,46.0,42.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,245939,"Phillips, Frank S.","Baxter, Harvey P.","Phillips, Frank S.",cinder block & brick,dwelling,12000.0,650,,,cinder block & brick,,pitch,,slate,yes,222.7421875,74.1605805038227
62555,5021 GLENBROOK ROAD NW,,1433,25.0,7/10/1939 12:00:00 AM,1939,,,,,110562.0,Detached,1.0,1.0,building,0.0,,"Cappelman, Eimer","Whiteman, Marjorie, Miss",1.0,6.0,42.0,25.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,224511,"Whiteman, Marjorie, Miss","Cappelman, Eimer",Korzendorfer & Brooks,brick & stone & frame,dwelling,12000.0,616,,,c. b.,,pitch,,slate,air conditioning,354.10546875,83.4560131027148
62588,4505 LOWELL STREET NW,,1605,58.0,3/17/1931 12:00:00 AM,1931,class 3,,,,65389.0,Detached,1.0,1.0,building,0.0,,"Norton, Claude N.","Schwab, Valk & Canby",1.0,6.0,33.0,25.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,140675,"Schwab, Valk & Canby","Norton, Claude N.","Schwab, Valk & Canby","brick,stone,tile,frame",dwelling,10000.0,440,,,tile,,pitch,,slate,hot water,183.52734375,55.8924281749574
62668,5323 NEBRASKA AVENUE NW,,2027,14.0,6/30/1950 12:00:00 AM,1950,,,,,142220.0,Detached,1.0,1.0,building,0.0,,,J. & S. Const. Co. Inc.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:23 PM,0.0,DC Historical Building Permits Index,A-9629,J. & S. Const. Co. Inc.,, ,,dwelling,0.0,,,,,,,,,,229.75390625,69.1885002668683
62834,3600 EDMUNDS STREET NW,,1935,23.0,12/2/1922 12:00:00 AM,1922,,,,,16044.0,Detached,1.0,1.0,building,0.0,,"Offutt, M. W. Jr.","Miller, Maurice E.",1.0,0.0,62.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5295,"Miller, Maurice E.","Offutt, M. W. Jr.", ,brick,dwelling,10000.0,233,,solid,concrete,,pitch,pressed brick,slate,hot water,319.40625,79.2523787454872
62878,4327 HAWTHORNE STREET NW,,1621,847.0,6/29/1954 12:00:00 AM,1954,,,,,140487.0,,1.0,1.0,building,0.0,,,"Roth, Thomas H.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:23 PM,0.0,DC Historical Building Permits Index,A-56339,"Roth, Thomas H.",, ,,dwelling,0.0,,,,,,,,,,342.4296875,77.3495058688912
63178,5181 FULTON STREET NW,,1420,830.0,9/28/1939 12:00:00 AM,1939,,,,,111285.0,Detached,1.0,1.0,building,0.0,,"Kerrigan, Harry","Delp, Clyde T., Mr. & Mrs.",1.0,5.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,226715,"Delp, Clyde T., Mr. & Mrs.","Kerrigan, Harry","Dodd, Grover H.",stone veneer,dwelling,6500.0,619,,,concrete,,pitch,,asphalt strip shingles,air conditioning,133.34765625,48.0527818613314
63219,4597 MACARTHUR BOULEVARD NW,,1367,69.0,9/28/1953 12:00:00 AM,1953,,,,,141653.0,Semi-Det,1.0,1.0,building,0.0,,,Worthington (Geo. Y.) & Son,3.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:23 PM,0.0,DC Historical Building Permits Index,A-47879,Worthington (Geo. Y.) & Son,, ,,apartment,0.0,,,,,,,,,,405.83984375,88.7729556867732
63220,4593 MACARTHUR BOULEVARD NW,,1367,67.0,9/28/1953 12:00:00 AM,1953,,,,,141651.0,Detached,1.0,1.0,building,0.0,,,Worthington (Geo. Y.) & Son,3.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:23 PM,0.0,DC Historical Building Permits Index,A-47879,Worthington (Geo. Y.) & Son,, ,,apartment,0.0,,,,,,,,,,199.3515625,75.1305908622666
63397,3045 UNIVERSITY TERRACE NW,,1427,843.0,5/27/1953 12:00:00 AM,1953,,,,,144663.0,Detached,1.0,1.0,building,0.0,,,"Eastwood, J.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:28 PM,0.0,DC Historical Building Permits Index,5271953,"Eastwood, J.",, ,,dwelling,0.0,,,,,,,,,,332.109375,77.7873932729507
63484,3811 FULTON STREET NW,,1813,57.0,3/13/1923 12:00:00 AM,1923,,,,,15495.0,Detached,1.0,1.0,building,0.0,,"Kluge, Russell O.","Darby, Edward E.",1.0,0.0,40.0,29.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,7758,"Darby, Edward E.","Kluge, Russell O.","Darby, Rezin W.",hollow tile & brick,dwelling,14000.0,236,,solid,concrete,,pitch,brick,slate,hot water,302.87109375,74.0969427368052
63629,5182 FULTON STREET NW,,1419,838.0,4/18/1927 12:00:00 AM,1927,,,,,28942.0,Duplex,1.0,1.0,building,0.0,,"West, Claughton",Biggs-Johnson Const. Co. Inc.,14.0,6.0,16.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8338,Biggs-Johnson Const. Co. Inc.,"West, Claughton",Biggs-Johnson Const. Co. Inc.,brick,dwelling,50000.0,353,,solid,concrete,,flat,,slag,hot water,157.7578125,64.6936957149389
63630,5174 FULTON STREET NW,,1419,832.0,4/18/1927 12:00:00 AM,1927,,,,,28939.0,Duplex,1.0,1.0,building,0.0,,"West, Claughton",Biggs-Johnson Const. Co. Inc.,14.0,6.0,16.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8338,Biggs-Johnson Const. Co. Inc.,"West, Claughton",Biggs-Johnson Const. Co. Inc.,brick,dwelling,50000.0,353,,solid,concrete,,flat,,slag,hot water,112.72265625,49.5486434605689
63631,5162 FULTON STREET NW,,1419,826.0,4/18/1927 12:00:00 AM,1927,,,,,28935.0,Duplex,1.0,1.0,building,0.0,,"West, Claughton",Biggs-Johnson Const. Co. Inc.,14.0,6.0,16.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8338,Biggs-Johnson Const. Co. Inc.,"West, Claughton",Biggs-Johnson Const. Co. Inc.,brick,dwelling,50000.0,353,,solid,concrete,,flat,,slag,hot water,111.5,49.2571362702215
63632,5186 FULTON STREET NW,,1419,839.0,4/18/1927 12:00:00 AM,1927,,,,,28943.0,Duplex,1.0,1.0,building,0.0,,"West, Claughton",Biggs-Johnson Const. Co. Inc.,14.0,6.0,16.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8338,Biggs-Johnson Const. Co. Inc.,"West, Claughton",Biggs-Johnson Const. Co. Inc.,brick,dwelling,50000.0,353,,solid,concrete,,flat,,slag,hot water,112.77734375,49.6163141383566
63633,5158 FULTON STREET NW,,1419,827.0,4/18/1927 12:00:00 AM,1927,,,,,28934.0,Duplex,1.0,1.0,building,0.0,,"West, Claughton",Biggs-Johnson Const. Co. Inc.,14.0,6.0,16.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8338,Biggs-Johnson Const. Co. Inc.,"West, Claughton",Biggs-Johnson Const. Co. Inc.,brick,dwelling,50000.0,353,,solid,concrete,,flat,,slag,hot water,119.90234375,51.4194991985301
63634,5180 FULTON STREET NW,,1419,837.0,4/18/1927 12:00:00 AM,1927,,,,,28941.0,Duplex,1.0,1.0,building,0.0,,"West, Claughton",Biggs-Johnson Const. Co. Inc.,14.0,6.0,16.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8338,Biggs-Johnson Const. Co. Inc.,"West, Claughton",Biggs-Johnson Const. Co. Inc.,brick,dwelling,50000.0,353,,solid,concrete,,flat,,slag,hot water,160.73828125,66.7108146463038
63635,5164 FULTON STREET NW,,1419,835.0,4/18/1927 12:00:00 AM,1927,,,,,28936.0,Duplex,1.0,1.0,building,0.0,,"West, Claughton",Biggs-Johnson Const. Co. Inc.,14.0,6.0,16.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8338,Biggs-Johnson Const. Co. Inc.,"West, Claughton",Biggs-Johnson Const. Co. Inc.,brick,dwelling,50000.0,353,,solid,concrete,,flat,,slag,hot water,140.5234375,56.4322034843001
63636,5156 FULTON STREET NW,,1419,830.0,4/18/1927 12:00:00 AM,1927,,,,,28933.0,Duplex,1.0,1.0,building,0.0,,"West, Claughton",Biggs-Johnson Const. Co. Inc.,14.0,6.0,16.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,8338,Biggs-Johnson Const. Co. Inc.,"West, Claughton",Biggs-Johnson Const. Co. Inc.,brick,dwelling,50000.0,353,,solid,concrete,,flat,,slag,hot water,79.55859375,37.9890177818828
